0,000000,"000000's n,a,\"m\"e,",19940503,856789733,595192774,-595123123,69651;646529;45031391379;38479;69906;37943;0;0,72897;34153;41490;36881;70891;61160;70720;34177;29509;65312;52615;49549;27175,77266;30909;49630;19504;47223;39792;67978;10329;73112;87282;85349;27517;30638,6oH6kvpFH/JJ3QLsDMfMinSKTc4SlzeAdrH0h5j+sHp7+H6mjsd1Cm3Z0YLmlVLK
0,000001,"000001's n,a,\"m\"e,",20010530,1725260577,98550634,-98524191,26443;490957;12982375951;31769;32365;25771;0;0,6678;34318;1110;53500;13956;67723;39968;56108;22364;39729;74202;21214;60087,78414;12105;13200;61612;8320;75215;43781;12038;40528;50284;14805;48921;31734,0/q0xSyGcczCZi4/ohYtmW2sqRqd20iBK4FlzyFaFTMXDdCwLFzaYdAKIWY244pa
0,000002,"000002's n,a,\"m\"e,",20170709,855694772,288269003,-288213556,55447;221055;12256836585;10575;56418;9713;16;-53.12569,7018;1022;10633;4388;25674;9972;25914;19732;21411;4900;29731;29727;30933,2353;14533;12737;19818;24792;12411;14772;18263;21348;23176;19173;12898;24781,COZxdHUHlkUGor/j+1+hU/QpDu96iKATAV56UWA3LunHsNt9zh0ncGSbwxGByKjT
0,000003,"000003's n,a,\"m\"e,",20030522,1415592943,592505759,-592434456,71303;913033;65101991999;34505;71631;33847;0;0,92846;103726;101319;101856;112095;95828;3452;72666;58068;67414;32844;65320;5599,111727;67433;22627;102200;84140;80204;59268;42387;14306;64132;71320;89180;104109,X5oP3AG7j1nwlyqGQapN7sOr9XNThwD1sHvhMwrNxVw=
0,000004,"000004's n,a,\"m\"e,",20180812,642013314,1968390507,-1968309021,81486;138058;11249794188;54682;81693;53694;0;0,16891;49;4585;15060;20216;16385;6681;11037;5610;6047;11214;8028;16255,12322;9147;7850;10635;17185;7081;10465;10449;4100;2640;17872;16924;11388,zf4QoRNrCxoNi/xIRgU5dtD69LSUWi3iZ2dzFw7g9OKaLVGlItcuKWjuq+DeDcdd
0,000005,"000005's n,a,\"m\"e,",19840829,1367136988,1355058587,-1354960973,97614;117797;11498636358;6177;98123;5273;0;0,3819;13663;2055;16629;16186;1773;12888;6348;7215;6046;11183;8064;11928,7067;6482;16381;4348;10289;9624;4830;8301;14813;3420;11936;3692;16614,MMEl4WLsNXLeZxmRHL/AV+hVDUh4fWCxyONWmNZESuRsdn3zj4s+tg+wZpGHsflF
0,000006,"000006's n,a,\"m\"e,",19890306,1785475490,556995913,-556973263,22650;802476;18176081400;96146;96577;22087;32;0,63904;13288;73822;64565;120751;118514;101972;89855;48197;28785;14965;30108;33750,3260;86005;99429;37912;91152;43872;37038;54896;45268;69763;94884;48664;90333,OMTUqsIN9nwN06yirKQEidaDaHTjATFQv/wlvEgKHV03j+HdCtB4sRNCF0QEmpCU
0,000007,"000007's n,a,\"m\"e,",20200226,344415911,752285419,-752269368,16051;640077;10273875927;85454;86264;15957;0;0,18615;4017;7992;44694;71673;9844;63766;40008;123378;104901;51405;71314;28470,53092;5769;10493;91733;50497;123127;28989;8803;58138;87186;5488;11056;105706,Z+SxiuHzrGvuJQSsIWSCEFiy6x75lVD8GstrD+MlBSEY+RcfmI4b82hLejGcpdNR
0,000008,"000008's n,a,\"m\"e,",19900904,715820710,479566304,-479528296,38008;570404;21679915232;31680;38142;31064;0;0,79114;25499;42908;74046;23441;88849;8447;58063;2510;3017;23010;75072;66428,39838;7911;16640;53887;16001;53741;50978;90301;44962;2754;35661;97103;60627,QZ689gcBSRxzHSYVl08ISiZw53QLuN80G8rS1iqxMnbk4zRrFgnPCtz0H5sSKNeZ
0,000009,"000009's n,a,\"m\"e,",20140122,212756103,1345908744,-1345853587,55157;777489;42883960773;29409;56114;28750;4;0,26827;62550;77641;25945;106567;88631;72157;1055;90753;108930;95525;3121;17787,30241;112136;1523;25876;22709;119711;67835;33174;25932;10486;100443;102112;125311,I4yfwtZeKOKIF8PRGsD57rWOGQHfYNqlGjnN5OIrkaCEHVuAHRn6dILh8eEFgU8R
0,000010,"000010's n,a,\"m\"e,",20220816,1042781616,1619158164,-1619126881,31283;262224;8203153392;19512;32246;19371;0;0,33033;16197;6832;16312;34598;26885;448;17394;29340;23189;5974;36819;15203,21993;9025;25379;16145;27887;21049;18040;1332;16498;30790;14385;33057;26644,JbH2pL7w94Bot6mVE24QEER9WASXQPXZRQ2ywpL1bm8=
0,000011,"000011's n,a,\"m\"e,",20140514,549070415,1141842527,-1141760347,82180;358248;29440820640;91222;92108;81280;1;0,1917;46041;4263;51424;15158;45925;20278;12510;39635;3541;38163;50141;29252,28549;36571;7156;27056;37999;44007;18323;26072;39039;22712;4696;26587;39481,YvC+yvOlxRd1YBJmpmq/l7RNr44FoSd19yG2nPcnKIXYqNXLkefM6qpiHJlCfWIz
0,000012,"000012's n,a,\"m\"e,",19741023,1992714094,1458688832,-1458660830,28002;667385;18688114770;5502;28030;4901;0;0,62685;66436;67591;24856;24248;13356;61949;67454;80963;13655;29975;67614;86603,13054;85431;40724;19128;56982;77313;11172;31422;36537;108354;38230;54820;94218,uf2lHKJYifrn5aVbzo8cCjQccwCB4Upo2Txig9ix0K7RbGyP9JDUplWzz2LOe+e+
0,000013,"000013's n,a,\"m\"e,",20011005,1135483335,845452475,-845448207,4268;825674;3523976632;61405;61637;3449;0;0,37240;73164;43433;55342;19418;77593;95723;50175;91301;16401;96373;90397;79114,86835;85950;82684;49126;86391;54279;41815;36649;74281;40539;75392;40538;71195,fRqMd+fI4UPloBth2WaK0EKQ8gxEgRjXjB7+2Xwbfr2Zg4BHSMME4ZMnUaCL8+tE
0,000014,"000014's n,a,\"m\"e,",20140418,802676894,1928476118,-1928420298,55820;131216;7324477120;12635;56770;12476;64;0,13684;17823;9408;5761;5719;15341;871;3345;9571;17415;11253;11694;9331,4022;2343;8285;6321;9740;15121;15161;8153;16458;3590;11406;15460;15156,yuMf7zwfXqTLPJhk2j3JvQkvPL0ochNIrfKjxQs6iwpkf/eb779EFOqOz+S9C07U
0,000015,"000015's n,a,\"m\"e,",19900902,827536434,127482235,-127476692,5543;276830;1534468690;77030;77708;5030;2;0,18882;12235;6206;26664;34372;11544;13052;23364;6759;26099;41367;34795;21491,30641;27493;30358;20757;30987;11581;2780;31763;1779;27149;27538;7947;26057,uWNkrCNUc4gIVRwW58x/ULSkFfyaOOBBOkkDh9bVRgHD6bGcLxu5kZ56wbtEPnPF
0,000016,"000016's n,a,\"m\"e,",20170516,1017292226,348122637,-348030391,92246;530632;48948679472;12729;92466;12703;0;0,81395;21130;3234;71908;6661;31251;53120;25625;5325;59748;71942;76180;23113,30298;89043;13593;65059;87933;5672;67736;31748;51036;38721;32514;6026;11253,87t5BEmqfzxOmCWcJEmTLNwMt+OJ9C1/9O/e/+VOAqBvhwHqu1klwsxnjfR7v/Yr
0,000017,"000017's n,a,\"m\"e,",19800806,715254434,477550055,-477504578,45477;846004;38473723908;66335;67045;44553;0;0,59222;56309;105007;24564;79651;18198;84653;72103;112049;37393;84523;96719;15613,17338;79951;39739;24665;100154;80417;59924;43973;85788;70289;84259;99351;60156,flBqmfLMtwBA9CCTiSchv1BDyv0ILfSvIiZjMuF1MXcjgEnTY/DoE8lSVMoQhC/P
0,000018,"000018's n,a,\"m\"e,",20061023,194162174,1334330526,-1334321391,9135;634565;5796751275;18400;18405;8699;0;0,62408;76861;72321;35136;56297;58436;88865;43506;3752;31551;27132;62685;15615,55446;7514;51261;91400;18516;32973;34375;84022;99174;11990;31422;13513;102959,KbcWuYfd05jPsneiPZ/bQOVjSY6pYQKY+ihfhFNFgpErVldPtFkjgkm79NWfmkwR
0,000019,"000019's n,a,\"m\"e,",19890402,5235698,1925321784,-1925304482,17302;683574;11827197348;73169;73569;16802;2;0,45235;57067;16825;92425;46143;35037;61634;45955;64582;88254;14436;61725;54256,53980;34669;70493;13745;29186;65731;70501;59527;42407;21787;62574;80987;77987,OJ2FbN4Oc90/nY8nb36/x8WmwjWYMYBsk4/XWbMSryVbJNJ+EOMc12Felu/zn8tP
0,000020,"000020's n,a,\"m\"e,",19930413,1898010278,1309798206,-1309709139,89067;498120;44366054040;18397;89549;18048;0;0,14232;87664;28324;72170;29196;15699;55930;52945;17913;62141;445;39676;21785,46059;54575;14645;9199;55514;15662;52693;59615;20330;26013;60859;33262;49694,CtlV5NaaGjJFmkarZWX5wVMM96vGrOs/IRovtXhGVqE6aoyPtgW/Kxal7qnIjXqL
0,000021,"000021's n,a,\"m\"e,",19830429,1856071554,1670746028,-1670671175,74853;701007;52472476971;67285;75140;67224;16;0,93422;60236;51650;74530;10646;101371;7029;7089;107163;55112;35582;16198;80979,67969;2100;61820;10273;68099;103806;86593;58366;35610;28373;55165;43932;78901,+LNgfSW7Tfe+Ig0GXnU23HHAmMe/TDmCQ89byvSIZ0ujoOVlobRJRrrfWA4HyPKI
0,000022,"000022's n,a,\"m\"e,",19800130,980131976,57884244,-57811944,72300;996896;72075580800;39316;72841;38841;64;0,76295;104520;136271;5538;47714;64223;182300;5499;86016;110520;23215;22615;132170,13782;36587;78747;136035;82881;60850;98424;53365;182075;49557;65406;21397;117790,hgV+Ead1G6ZYbqag5wxEyJupth5WmtcTho4Z9Etce3JQknuvj1/krzAcdBlY3kRG
0,000023,"000023's n,a,\"m\"e,",20210927,554714960,259806073,-259727441,78632;421530;33145746960;67879;79372;67609;4;0,50028;53268;31472;11569;18984;13361;3320;44978;34771;37865;40307;52548;29059,54245;46765;2655;38012;48751;17999;26615;17601;22719;51198;36368;17465;41137,bv+PdfkNQuxoy52JTzDidy1FOv2awdTEiuFwIzu0EdYwtPhlrJxpY16cL0h43BWc
0,000024,"000024's n,a,\"m\"e,",19741121,1478939732,2002471378,-2002431487,39891;661723;26396792193;85609;85910;38998;0;0,78709;91839;11108;17439;3460;94393;46985;75712;45281;93919;8774;78379;15725,98400;65255;5993;41230;10251;73085;22019;52422;5126;96026;93687;63337;34892,uc8kt0Nhq4+ZLh0uo4xlxLB85PrFhW0l6CY+WCpYGaLyis2Ri+FgQ/ukK6W7/2om
0,000025,"000025's n,a,\"m\"e,",20031012,1902094595,528014168,-527930273,83895;478330;40129495350;44294;83957;43428;2;-60.84352,39037;48058;19610;40369;59184;47367;33562;52468;15632;637;51363;50306;20737,23272;32396;14379;13696;31862;70265;48299;66126;14608;39294;49333;35823;38977,zC1ZWf7UxEfmT9DnfkpJqiiQyJzJKC+mmr4vKr2HX1EPImH5SBZCdCfI4b/S9MHo
0,000026,"000026's n,a,\"m\"e,",19990201,1258191520,950877075,-950873200,3875;431824;1673318000;86553;87221;3041;0;0,39958;47341;5868;19472;46837;32308;8209;38986;35008;33513;36651;33898;53775,33644;20340;77481;37097;43151;37813;22900;33254;14043;52884;8241;29179;21797,mlt3V79s6wkTWTZ2ORjpjFRXiO+MbXCD31QmF9tMWKDZC37EIeRpbg1atInkWoIE
0,000027,"000027's n,a,\"m\"e,",19740916,722265395,457388483,-457372109,16374;851522;13942821228;11274;17286;10398;0;0,56569;13382;16981;27979;18959;113525;77330;136831;18117;125833;138891;77352;29773,50400;35306;104869;43243;96246;41085;24623;122857;50220;1791;1117;129997;149768,imAP+KRYXOrf1VvopVq8km2x2PkUzFFyd0c90VPpMxzrNkSW+YJ45LPESqCOFHd1
0,000028,"000028's n,a,\"m\"e,",19800724,969670024,966458592,-966409885,48707;599552;29202379264;71754;72455;48642;0;0,81565;31244;30272;30630;48493;87425;20840;49037;22109;37181;73889;74070;12797,5873;65662;85420;47177;65779;70053;23836;17134;8088;10725;60261;46422;93122,Z4Pw0/xFfy/uoqU6JASp39eS9liWEgVujj40N8UAa68=
0,000029,"000029's n,a,\"m\"e,",20181120,1093956368,1396794433,-1396775719,18714;383311;7173282054;28677;29154;18105;64;-69.29305,42256;5613;33660;12926;15338;35250;37581;30698;40143;44032;32135;18329;35350,34467;12719;38;19382;21028;39487;41911;11108;39277;48460;28498;45029;41907,aFOwQLCNXy0+1rmN+ys2pjsBUMjJL49Xd7/O8DzjUshf8w2htM0Fz67DwKgAu1Yd
0,000030,"000030's n,a,\"m\"e,",19791204,84822686,173998597,-173974580,24017;549761;13203609937;11260;24755;10574;0;0,29451;75727;36245;71262;33346;22151;35519;60653;42999;23826;53855;58266;6461,75861;21424;12531;20802;57941;54191;76323;19823;25470;19413;42160;50247;73575,EjAsGLnMNh9zaqISZqmrdVsKryZhIiN0KAz9qxLUCvXCkhgHyZ5YpOo78YFb6n17
0,000031,"000031's n,a,\"m\"e,",19830104,1225122865,1347115438,-1347031118,84320;552547;46590763040;94485;95187;84120;0;0,1374;82946;40876;21009;39210;70549;83817;23134;15470;3743;91102;71678;7639,62844;5108;64495;294;77629;45201;59186;4719;57492;72804;22633;38956;41186,B9R5Rvw6ji0oNWlacCu13FdDMiFf/je+Pz+kHiasIWhqMGSOFGR1uYge+yjV6i3e
0,000032,"000032's n,a,\"m\"e,",19751017,349975115,1546715445,-1546677508,37937;136235;5168347195;99964;100522;37406;16;-37.09668,19620;12049;6647;5739;9178;2012;2044;11496;16391;4666;15756;17630;13007,159;15553;11617;10230;13074;12651;4523;15031;2076;11790;14387;13691;11453,A11r/OTITT/HyfMjNcULoX4rwz9LclINdtH5pkUqU/3bZVoeDZvXPWF+DsVy4g+s
0,000033,"000033's n,a,\"m\"e,",19960113,1698908429,82803874,-82765543,38331;753166;28869605946;21562;39272;21011;0;0,50996;75176;35265;38609;102681;68773;46554;61571;31671;89656;13838;63413;74963,41171;28700;90714;71523;35853;94938;38993;69565;77902;40265;40544;67912;55086,y8qFAcG8YZ+v3ZfHZgER9zFMY20CM2pT8TGAPcx2EfjtE1Glltdzi0kCK3RhWQwR
0,000034,"000034's n,a,\"m\"e,",20071015,982880096,723278552,-723276376,2176;25100;54617600;74368;74577;1368;0;0,3823;1095;1636;3051;2396;1801;2089;1590;73;2686;349;3105;1406,2787;1615;1720;2140;2131;1310;987;2538;1109;3432;2486;1512;1333,PSWcwJEmYt/xU/QwFHZBlZuuozQkKmSTm1YN7hwKqDfvF0zLZu4Ll8/cZrJ68wJq
0,000035,"000035's n,a,\"m\"e,",19701114,530870497,641237190,-641224220,12970;970467;12586956990;92358;93151;12285;32;0,39351;71995;44997;116146;22268;49002;49353;89721;75999;94950;115573;88795;112317,79812;24726;94185;67436;111880;114538;101786;54250;111822;56919;39030;70889;43194,XCJt2EkxGAwoIWbdsbufuhA5itz//OCesyitb4C/yql7x4Z2D36mJHZaWkU7f3Mz
0,000036,"000036's n,a,\"m\"e,",20170828,1948108578,1662475210,-1662444056,31154;773562;24099550548;13642;31547;13210;2;0,28856;58077;11740;39591;126642;26817;6880;89834;59612;37713;48084;106550;133166,38810;46186;127835;26317;85122;39736;76911;26753;13462;62897;122538;39022;67973,1i96NknpJ9xjldtNAnuaSmIUNC1U6L5T1l0XN58aNoTkZ4P/zEflx/fv1kX9r4t/
