0,000000,"000000's n,a,\"m\"e,",20151124,345765,1492389376,-1492351764,37612;99546;3744124152;60401;61034;36763;0;0,9686;6384;12945;9667;6304;4550;9303;4512;13553;7900;2910;10788;1044,8216;7627;6781;10637;13313;1091;10056;1253;6107;8714;10294;9234;6223,TeQDYng8eWN51kh95Whnkq9yYURLlDQhXx7BPpqdvLX2Rz7XDrWFZdbJSruRpjpI
0,000001,"000001's n,a,\"m\"e,",20201029,601203030,2059095346,-2058999605,95741;921864;88260181224;9684;96329;9625;16;-40.86761,138074;80103;142829;40361;98423;107474;12798;99533;78048;28080;11444;62671;22026,117516;111226;90145;103805;50018;72235;30643;109207;20226;17;132766;35064;48996,Ov2MQZlp5343RV78xoy5A8xfLUjWjJG2sI4j+kHoo2x90JfsieSGHNB3t7SWRvk1
0,000002,"000002's n,a,\"m\"e,",20041007,2106983801,1005415340,-1005353250,62090;258771;16067091390;69324;69474;61796;0;0,13255;2084;43023;4797;20787;18911;51918;12641;25620;19813;34140;7227;4555,5844;18245;36452;30677;17193;3218;21531;33148;23109;41862;43;12188;15261,fF81tsyFjzpED/LDCd9mA8QVK7IIIruMxhJemi72kYuOL4YGVg2ZJLwOSITHYMDN
0,000003,"000003's n,a,\"m\"e,",20180418,378163127,1915649660,-1915599172,50488;274837;13875970456;92523;92633;49605;0;0,22528;34087;10021;5047;31055;29473;32552;18359;21784;21873;8096;9544;30418,2238;30158;37868;28991;8440;29412;32371;27806;3812;30966;31003;2000;9772,HFBVoXF/ClXMto3syAU8becHXg1fFpsnTw9cV7OhdcjUqeMJzRd6OVj+Rvw0jvIq
0,000004,"000004's n,a,\"m\"e,",19800306,747827381,2130725690,-2130679308,46382;557173;25842798086;54729;54982;45571;0;0,108763;51309;30757;25676;82886;104832;658;41515;48991;5922;9502;31625;14737,11104;56999;18276;102082;12414;48385;96578;60790;15628;53133;10147;70134;1503,LD/fnPqs0pzpbq5zb+USFEIhQUvfNHvJA1TtlctxWyT7NgjT/PTrHEdwyzgOtQIp
0,000005,"000005's n,a,\"m\"e,",19930727,1118738189,335008812,-334999628,9184;279110;2563346240;97328;97783;8891;0;0,27996;24640;872;5524;952;34501;36500;20238;36513;46298;295;32858;11923,22036;13045;28848;6461;17346;31823;11135;32361;41985;6939;26368;28683;12080,pqMtNbq91Z24uOmcUSMZIEok40OK5N7mooZnH2FMer52GHfUHYCFZKM2GOB8401g
0,000006,"000006's n,a,\"m\"e,",19970923,374022529,679282236,-679272949,9287;166023;1541855601;62815;63773;8449;0;0,16223;22075;25161;10174;2846;19251;17989;17553;2819;15329;8110;7866;627,24353;11959;23360;1814;16272;798;5693;18216;10272;11987;13287;21124;6888,V9Tfqw5R6/hzcNAPYh4W1EobHmuzFs7tgxG4maV+iFCZKspxc4N3kPdr77ZLKYRb
0,000007,"000007's n,a,\"m\"e,",19910917,238016911,1495295114,-1495258164,36950;591042;21839001900;6678;37805;6593;0;0,72146;14254;91546;55924;45530;1860;23499;4183;91555;30200;88985;42503;28857,74986;20757;46717;32106;68007;80991;21849;23111;37398;43748;54829;72912;13631,5J5Sh7UJXxf+yxsd7e9+hk7WG4FvqJn9+a9n6y7Z7jwU7J37zi9VFBBHi0Nx8gYG
0,000008,"000008's n,a,\"m\"e,",19910813,2137505256,1620181330,-1620124816,56514;207241;11712017874;47485;56738;47052;0;0,24068;2660;34732;19161;6488;13976;11387;15535;5146;28094;28041;10160;7793,16671;29694;24689;1691;4497;12275;14087;12417;23492;12501;27324;12242;15661,dcmkK0CHgwkeU2F4rYEurzpo+BePzA5Pa+wiV9GiH3pJkP2Xvs7M6Ng7a8M/85j7
0,000009,"000009's n,a,\"m\"e,",20091107,624432560,931290881,-931204366,86515;249373;21574505095;74308;86540;74204;0;0,17376;14807;9870;28220;31331;34482;389;13588;31252;3023;31651;13696;19688,41635;38867;18260;4497;4485;36105;13471;1740;32175;10254;8987;33130;5767,Jess+JqUmH7NcD/ctEidl8CrSGWUeJajbA3zVL33AIZqoAABwCVWnzHcqgMaEkmR
