0,000010,000010na me,20230810,972445565,1874453583,-1874372098,81485;14231;1159613035;3841;82467;3751;0;0,1380;2078;930;1009;866;2193;398;833;2031;1706;477;111;219,282;2078;1621;1606;2035;407;294;814;39;1779;1251;592;1433,c+fkpaG4Dk8NTnwRag9SQQSlJBCYOpvJv7lUx3QB3ME=
0,000020,000020na me,19850521,946174427,405332177,-405263864,68313;91683;6263140779;16213;68593;15610;0;0,12475;9900;7563;2606;7747;9483;7422;11762;5785;295;480;11849;4316,14486;1650;4827;1549;13575;13165;2878;8393;1666;12674;2547;11099;3174,SkCLQJz8/ylUG2+Y+pF8DAi6OeZQ9JT6JVT5SIe+tDo=
0,000030,000030na me,19840911,353228879,394742056,-394683420,58636;292530;17152789080;92354;92797;58635;0;0,44213;5178;31999;27299;18658;36784;5149;15196;24437;10332;33276;18050;21959,3965;17955;2076;18667;36627;45877;13359;43449;46505;21063;23155;19628;204,8yvXjsK6WzzDigK924i16EjYOdrlGYYHC0tnrFCKQ9J+iq28e1R0lQikoKocbpzl









































1,001,42024,593788,72964,73832,41924,24953346912
1,101,5983,427160,6047,6222,5768,2555698280
