0,000000,"000000's n,a,\"m\"e,",20150604,695235966,1068017953,-1067919565,98388;500941;49286583108;33758;98629;33430;8;0,11057;46804;39635;24438;20978;18013;45938;56424;42151;53293;44647;42728;54835,16238;35149;36481;52987;53990;10087;58471;46035;56893;53602;31691;27549;21768,f+JNTItjDKisPQwy8kXOjtYsj3AwATRKRoCK8j5RAKw=
0,000001,"000001's n,a,\"m\"e,",20051209,2091553870,900656315,-900646676,9639;207521;2000294919;98995;99077;9155;0;0,9699;22751;16264;4515;9378;12065;32217;2996;30231;28143;16106;15285;7871,11283;20067;10350;12293;9266;8015;23164;6781;23968;3120;25891;26977;26346,GHeJG6IFkdFLGb7ryMhMNWQWfSZEazqTP5oxvpC/uz9khxf2hFd0XmgDHuLZT4Yo
0,000002,"000002's n,a,\"m\"e,",19830111,1029255762,1274306933,-1274220745,86188;772002;66537308376;63642;86384;62977;16;0,32544;63019;74701;50476;67534;70771;82854;57913;82036;76124;8374;47502;58154,92585;71675;98303;25526;48432;32611;54875;73416;71201;20397;42292;78764;61925,JXWXArWWJGzD7z02EhFeFx8LaoFM0VJO2pT42WkttT3D86O+i1n36QZGD2ObxalG
0,000003,"000003's n,a,\"m\"e,",19970226,68049939,429957043,-429927760,29283;801582;23472725706;78883;79342;29164;0;0,75980;48831;75330;3993;44096;96429;46303;105100;7935;93393;21027;85949;97216,42406;118813;325;40137;70580;117421;49636;113934;80046;76382;355;44859;46688,5ww+gBKHQHDOJbPiGoCnHLwdsa791sNQAc+gqz6EZvM=
0,000004,"000004's n,a,\"m\"e,",19720625,1049432239,1497738349,-1497724492,13857;714372;9899052804;64689;65134;12967;0;0,34553;58244;38287;97569;61648;15377;66791;9496;53819;46863;78945;69885;82895,36593;31824;56069;107864;28513;49897;16328;11679;101451;79284;81090;6583;107197,R3DUWQqr2U5cwtYMBx1yfryyymbN9ImObSdFMnvi4uUKGaVVcsx+sMLw+oqeA8pX
0,000005,"000005's n,a,\"m\"e,",19730619,570283505,2043790101,-2043766929,23172;467211;10826213292;75250;76147;22996;0;0,38812;75232;52968;26415;18349;20942;39879;7960;46473;50624;57773;18454;13330,27412;41276;45796;12871;29747;37246;48548;27236;53058;40821;51137;39230;12833,vHq/1m7fQZ4562/mLEjAfJ+RUTnuhYuUIxYwzwHZlwYtU9C1nKpX+e5PTWC3mnhv
0,000006,"000006's n,a,\"m\"e,",20061231,279998288,535163776,-535097325,66451;733025;48710244275;78941;79368;66202;0;0,55352;27131;96794;20987;93030;62765;82911;9604;5582;33516;73837;81497;90019,33403;53922;57896;46346;63596;75925;17429;71958;35773;94259;77580;4064;100874,dMVYyO92LWtZ+gTKTiJK5zhozTN1UPTAxAO4S9prJHWpNHYF38QEZX1q5bufnx3N
0,000007,"000007's n,a,\"m\"e,",20030317,1832126516,2018325387,-2018238541,86846;644369;55960870174;32875;87833;32437;2;-9.932317,26034;23370;62800;14168;57506;65081;51590;42328;81673;38836;41936;72931;66116,12954;41331;98669;63306;67954;11265;21482;43071;20508;18943;109537;24687;110662,y2tov2pH4GybxZnRy9u6S2RsmGNu7O7JWvMr1WQlDRHFY8s8W3bPJVQXioJAT1Vu
0,000008,"000008's n,a,\"m\"e,",20150908,400658011,2145825034,-2145753994,71040;61963;4401851520;33932;71239;33731;16;-63.51036,6923;4308;4013;7329;5851;3235;6321;4636;3750;4356;886;6369;3986,4328;4042;7666;4844;8243;793;1047;901;6915;8380;6313;5068;3423,jpsEcmxae7vxwPstP2XIdU/GaYSH1IObwBw0zEsvnoNlxJ75PfkVAhOJ33ujWqCb
0,000009,"000009's n,a,\"m\"e,",19980505,443277696,230445320,-230417058,28262;165979;4690898498;61995;62670;27414;0;0,23723;1068;3362;10194;23005;8489;13569;10437;15642;19847;7818;16348;12477,6744;12493;17830;7272;26682;3850;2108;3230;16768;22155;10472;10303;26072,Xx6lQtMftQQDHhtliro94hmy8n1okK+ny2SruU6261z+Dtl5OrOrqCncX4eF1J02
0,000010,"000010's n,a,\"m\"e,",19900626,1069704539,476149113,-476053353,95760;569965;54579848400;45149;96742;44795;0;0,61032;30489;38437;11277;57034;40547;26580;23205;67020;18971;53322;71155;70896,52928;50186;28181;57085;57502;7235;65176;28833;19192;61302;3244;80126;58975,iAfrIWnZg57Nm6ygP1d+oWxu6k8wbjeCXczGvTZXhNzYynef0kukPgBUYs18kf4u
0,000011,"000011's n,a,\"m\"e,",20201027,436964016,1461404861,-1461366772,38089;752420;28658925380;34898;38400;33960;0;0,22465;70746;77895;34914;50138;72032;28174;85455;11820;62058;93694;62579;80450,77864;78661;95096;35380;34257;98962;17760;76243;84902;62091;21342;5974;63888,jdSZg8H4weMOprTxOjVqIR1hkmGr4Rwqa41cPNQnENcnXoz+zhhnsyJERY6mndiS
0,000012,"000012's n,a,\"m\"e,",20150501,1361587935,1160141399,-1160049095,92304;24394;2251663776;42314;92330;42106;64;0,5142;1983;3263;266;343;1962;3665;2249;13;399;1212;3485;412,3303;321;240;895;3209;193;3019;1371;3411;1674;168;3134;3456,1806KvsmSxIdgFoqsmfAGgcwWNGuPK/+1IpGZLUWZ7w=
0,000013,"000013's n,a,\"m\"e,",20040702,435536316,517808298,-517712323,95975;5955;571531125;46037;96796;45817;0;0,892;668;685;74;240;25;88;154;929;272;529;535;864,698;293;686;477;793;646;273;185;16;425;357;319;787,AkNU/BKMGyy1VY7nAfMzQc1zxoW9KMfzeYAYJ/lr8T4=
0,000014,"000014's n,a,\"m\"e,",20000923,314308975,93331741,-93269031,62710;779302;48870028420;39955;63089;39890;2;-31.1595,59712;71032;103896;73084;22413;64986;45476;98799;5823;13144;59536;45417;115984,11060;90612;88354;44151;70460;65804;96562;18385;29172;72180;28900;63345;100317,TdEPfkpzkQLzh4NjsGfsAqwYMGhNHPHyo+RUmos1TBYtAni1+qw0FoszpVD48cLV
