0,000010,000010na me,19811126,102330620,432572797,-432539140,33657;624993;21035389401;56248;56775;33364;32;0,13053;7518;84437;47591;22571;52854;92141;69845;42837;2389;96922;63638;29197,102133;93759;85804;86805;4318;1674;64406;11759;19350;63268;28669;50419;12629,NB80N3enhim6JZEtVVnSsfpEoT4l4eT9zicYQ8FMVzezJrPsC8IqL/YFYcdvKBI0
0,000020,000020na me,20061004,259791658,143337350,-143274836,62514;319661;19983287754;92422;92990;61724;0;0,5089;3875;19645;4768;51064;18182;33058;49331;46804;21235;11883;41231;13496,20340;33796;32250;11239;27007;33083;26971;41406;21354;20659;41961;3495;6100,flxyPXC4iCh3nAtCplWk88UF7QSlOEQP+uOPJamhZYWS8IQzQVl+EuuIlvsM6rxm
0,000030,000030na me,19870701,1154300589,1617292555,-1617280952,11603;265300;3078275900;28472;29231;10671;0;0,32367;19034;42837;1390;10980;21282;10262;30756;38628;10643;14522;2680;29919,10747;31432;23637;33878;1558;25118;26193;21768;21498;15255;461;29926;23829,+aKQ1Bz431WDJjGlX/q5uxqxQWNpr/l2vjA7L2UQhv2EAdWN8NsdM/qN17Gw3PQn
0,000040,000040na me,20180815,425508172,1727720786,-1727705130,15656;692924;10848418144;47997;48859;14662;0;0,36977;36863;69767;60718;16615;85279;96601;73716;85771;91313;9447;1706;28151,93928;46662;33859;77845;24149;56993;16308;11705;107619;101677;19991;61840;40348,4sHA5pRPqxRL1Oj5oQ6GoO1h/DSP6y1IQBctZKLDCws=
0,000050,000050na me,20220617,1881246807,1536289166,-1536212083,77083;257234;19828368422;47003;77147;46034;0;0,12790;13377;19021;20172;1191;28677;35090;25351;8994;27054;23241;30497;11779,12060;26577;24190;20544;15116;17427;30142;10184;11908;12678;30016;24614;21778,WLIps6Hcyr1Bc9XTiKzBI3FuHDHFJflonSEq2IME+dfSbLX8cdntYMH+IpaedpOb
0,000060,000060na me,19740113,1924486498,2030236473,-2030205238,31235;280606;8764728410;3373;31280;2397;1;0,7439;27511;20778;14212;4694;11413;28796;17602;38505;21389;29433;21217;37617,493;32063;23227;16679;12452;10396;38835;38557;23689;31556;13907;34810;3942,aUHJi8SKNkHW/yPBEl15t9dZuoQUtc/IeGQq8RAk2mMRSl7N6S54id2kyi+LzE2a
0,000070,000070na me,19820303,2055584051,1620440340,-1620378049,62291;896794;55862195054;89229;89283;61982;0;0,120645;119383;25284;100828;5852;84199;119256;3276;31931;119799;51716;1073;113552,75267;66062;97210;103374;2358;11571;148611;89539;132363;21177;70039;1570;77653,gHEgSL8NkL8J0owyqhOzrjqVPA+y/ib5tkz1awOOyLowO8kDmyWiOiboREStYA7o
0,000080,000080na me,19850106,1418690360,629320752,-629258537,62215;434104;27007780360;64745;64935;61225;0;0,51014;18184;40779;18112;25012;436;48154;45285;30897;38671;7653;70103;39804,21034;62733;14602;2457;14863;59856;520;9343;53271;47968;51533;34863;61061,DvOHJq/K4hQR2xtI0/4C7JG56ha02x3yeHHfpnqh71eRUMXWLWP4gA2fKI/qzg5H
0,000090,000090na me,20061012,1575964425,1391356229,-1391320518,35711;651220;23255717420;24944;35729;24446;0;0,31596;13285;62888;60979;74201;78211;23572;60229;77400;72397;51458;19244;25760,27790;35815;56289;89384;3742;39868;63626;71766;42747;62852;62151;30957;64233,Z1PuaxYINpwlmrFUs3lip+eBQe1/AT0yXAH5A95GkVGFrBEhIT2fslAbXfitjS0G
0,000100,000100na me,19780529,1924005066,58091782,-58067215,24567;525872;12919097424;9215;24910;8389;0;0,5167;19653;37656;781;1337;69124;6689;63493;73262;73327;59051;80764;35568,24185;67674;25457;89136;6649;88526;3783;86008;45295;12177;40329;23223;13430,0EZ6j3xevsE+sGsDZHtxsdpkCbg9mRXpNoA6J4lj9PSrMjAmi6w3Pr/bBPiT3Igv
0,000110,000110na me,20020402,1582138309,1613319827,-1613235070,84757;701084;59421776588;32332;85174;31532;32;-27.77473,47403;2925;39441;79977;65929;65158;74281;73483;58286;66821;39242;60750;27388,103886;10413;29503;93425;52913;71198;61865;11783;2196;82450;94939;48772;37741,XQvc177lgMy1hPIwCO1mY0tEcSHIPcFxxEvUt1CIrCmy3uZIlanCbJTfjj6kkH3O

































1,001,4840,191676,7471,8062,4532,927711840
1,101,94730,663582,39537,95517,38590,62861122860
