0,000010,000010na me,20231230,1784991581,233166054,-233087210,78844;910003;71748276532;93689;94567;78264;64;0,26821;113932;53146;12211;119806;42365;53007;73666;97867;93493;44042;101047;78600,12342;131356;18643;35758;71893;142948;67932;58372;61707;144797;12422;64075;87758,AsQYNdBsQ+A1PbQhKBgA1YpxlSdwrc8YnMTFOSlwMw0=
0,000020,000020na me,19760602,2090002908,1574668080,-1574644820,23260;706042;16422536920;59228;59274;22750;0;0,103516;98702;39383;100482;78826;34080;80890;100786;6135;18889;20321;21318;2714,76259;68268;53846;8401;80325;77498;40549;67437;79105;28659;56307;30970;38418,pMKxePLpluoiPsfbxUqz50GNLFFdvplTU+J2GNygE+M9c30SHSZZTrlUa7Dgpn1y
0,000030,000030na me,19991005,1833428760,1208878754,-1208860972,17782;131829;2344183278;31848;32142;16862;0;0,3704;18058;10809;4161;2659;12862;9318;19078;18917;4892;8014;17943;1414,19650;12295;10312;1964;12561;4778;3185;1171;12950;15113;12730;6413;18707,prEmchov64HsLTLBE/n6Cbe2W3ZmtRhfJNYqvEkwUfagFQzv8kiyY+O+bFMyyNzc
0,000040,000040na me,19740218,870993163,1928244896,-1928156956,87940;22155;1948310700;90242;90526;87046;0;0,2180;1630;2107;2213;2422;995;84;1223;1215;2749;1676;1064;2597,2557;1752;549;1825;1801;2542;2145;1470;391;2374;2322;643;1784,VfcT09xzY8ybLsVw+JTlZ1WX8UZ0TH7vOwqcC6VkeEomS3snSlvBEXF8b6jGHgOS
0,000050,000050na me,20211210,24356002,52822339,-52787732,34607;287538;9950827566;11543;35567;11498;0;0,37665;14083;33322;14890;33182;1028;7081;11467;25611;29302;20790;41535;17582,10529;31645;9303;28027;43425;9214;3173;29899;31771;40882;25971;8535;15164,8t9F5+BDhyvOVDIVdITghpQ8B99fgMvwsBu5N2IqFXS0S9HzfPq1LBBwNxAFc+2z
0,000060,000060na me,20221228,889684226,221109682,-221020603,89079;187302;16684674858;64751;89415;64108;0;0,21158;21954;8217;4579;19417;9634;21182;7381;4764;18155;16839;14937;19085,17232;6571;24342;2338;40754;10569;8151;11111;22861;11986;8440;22685;262,lf7rDy3VGIui25A/IjLaXnDJUMpwbXvbV1idlJQtXWk=
0,000070,000070na me,19830331,367088645,1553047050,-1553039209,7841;443634;3478534194;17694;18042;7609;0;0,20017;17360;50496;27223;46672;52483;25276;46226;55477;33690;48927;15992;3795,63139;24831;38668;31689;27656;1106;35642;26029;43059;10713;46780;52211;42111,7Bk8xC2swqxS+OcBg1G4+nolbiJIv+46Q7Tk7bvQFV+qmc3iScOXOQEtMAPiKpCD
0,000080,000080na me,19851115,1250850044,295701301,-295641319,59982;571333;34269696006;36210;60367;35864;0;0,20339;25493;36097;43195;32759;67979;63752;35672;54222;60448;60645;54700;16032,37059;50515;72882;99829;23277;96946;42138;67724;9116;741;63753;2542;4811,QTOWMzM2alnhkIaiZhz//c3aa6VdTJxr8xLo6Q4tcgPrD8Rcp0OOgXqAWQHnkGc+
0,000090,000090na me,19811208,1124422012,433725568,-433710547,15021;114520;1720204920;32777;33659;14539;2;-46.54331,386;14793;10160;11472;9892;3431;7984;16010;372;16048;8519;4066;11387,20911;9672;3882;10227;4125;5098;4014;7293;19885;12086;8556;2088;6683,mnpaqKWaoOSSCGiqBpZmO4dWerfQ9oOAOCGLvHRLuyrgrpzqnKrqm5ucHwlMuWCE
0,000100,000100na me,20100402,1205985636,988137798,-988048126,89672;203233;18224309576;23325;89762;23102;0;0,1987;22102;8005;28913;15224;21985;2343;20337;2860;19434;19302;30527;10214,20886;4238;12778;8899;26243;27786;27840;4444;10016;6549;17168;8502;27884,aQ32EmSZGJZUxIwpyPE8K/WTHE5VB7MXtbwcLx4HwGwU0IK+b7re5ihimr/3lohP
