0,000000,"000000's n,a,\"m\"e,",20220910,1943585168,136214024,-136197261,16763;756177;12675795051;23912;24282;16271;0;0,9400;44392;44396;25005;24545;18375;18045;76727;67791;63402;82929;147896;133274,92125;35393;57613;108390;95578;7064;22406;54450;55593;20602;50487;73437;83039,6Fm8OmtreDouXVsqOgfjdosCBtY/rjKBPoQx55xAsmAhGifMygz8alv49+vmsaCe
0,000001,"000001's n,a,\"m\"e,",19750303,1932844465,300007022,-299948518,58504;509275;29794624600;58634;58910;58027;1;0,49713;77646;42369;38177;76469;51479;5896;14829;30989;38640;17859;5412;59797,57419;21775;45915;39231;50612;44767;50449;7196;73920;44146;35891;18890;19064,0Ik7ZfrvcUYFROJRveKlkr7c+qBhZvfAZoNZaXeS7mjn5dtapvmPfHBoCQSDHZpG
0,000002,"000002's n,a,\"m\"e,",20060724,1781456848,1722159629,-1722136020,23609;333984;7885028256;42003;42292;22844;0;0,1612;23873;41002;17737;59466;30017;244;5202;13106;37048;58067;11003;35607,17717;4013;44321;48361;1081;27268;47522;42306;25135;6985;13963;38676;16636,V4QzqhygmYd4ZU+aS5taB4yKF1EKyf+jmJiOUQiG21C9oWUTgi4O+H92b2+O34Ba
0,000003,"000003's n,a,\"m\"e,",20100901,820224076,351677315,-351668363,8952;718853;6435172056;93364;93665;8545;8;-67.90018,95808;33953;72268;13502;8584;83726;33515;98149;42262;5662;92318;56136;82970,55413;71832;39950;36265;63179;14600;80675;31303;48162;76705;80146;28127;92496,3wa3BnGUfkV9Sb+rCgtwLGxKEHyVhjQo101R7mXNS0gLBPH9Jo3htvSVaHYllDg7
0,000004,"000004's n,a,\"m\"e,",19741011,253259406,1291930259,-1291875809,54450;919726;50079080700;75605;76399;54326;0;0,81463;50408;52316;108100;10086;24368;35740;116322;89479;66271;97547;85092;102534,66603;75156;6554;111283;70277;76122;107183;58150;88454;10532;105176;51338;92898,fw+MuBTTF9iv8e1tjqZIWA1uJyuFV9Zhn3gZKJwp2Z6wb7EvtV55IhRIMmu2gHnb
0,000005,"000005's n,a,\"m\"e,",20140510,550193690,1791334517,-1791303273,31244;361438;11292768872;3232;31610;2427;0;0,45765;43702;30708;1054;18422;48624;22155;42917;1407;22690;50200;6232;27562,51764;26343;42394;9577;24950;53702;27444;46771;16339;26206;21024;14201;723,S6WQn/FV5cADQ5R1l61PqX3zDieEpQ7Q8Giok9kdCyDDWVuUWqXbKw0PIrF8cZ7g
0,000006,"000006's n,a,\"m\"e,",20220914,136800872,842361853,-842310956,50897;734246;37370918662;39901;51748;39472;0;0,30218;54430;83218;44114;1694;12172;132556;9143;68309;67724;97113;89426;44129,34847;51777;81926;89256;81279;84380;638;56956;35646;20430;74496;33290;89325,x7NjwoNvtBevyRMpltSyED4qKOCBML24BNKsHS5fVNFB65rZnjG8eQScMY1hZjqi
0,000007,"000007's n,a,\"m\"e,",20040418,928865876,1134090856,-1134084023,6833;153313;1047587729;13112;13801;6038;16;-24.67445,10633;2480;17818;7593;16523;4267;18210;16547;10321;6821;13005;13109;15986,14789;10586;424;12673;16299;4505;19104;4110;18759;21892;2181;16255;11736,BGG79hoCzxW7V+EUvF8lMj5L4vq+ExP8U5VPsgD0DjK/CI6c1oAkUvA0bepWRRvJ
0,000008,"000008's n,a,\"m\"e,",19941105,952588453,805938626,-805935552,3074;154886;476119564;85282;85447;2977;16;0,20588;10738;2729;8341;9047;7485;4873;22979;5043;15472;13473;20501;13617,2495;3269;1786;25111;10717;5059;19397;4123;22769;18030;9678;18255;14197,JbzGbP7fJ9j3oA8FQ7mId+H3Wr416KBKnwk3OB45a2Q=
0,000009,"000009's n,a,\"m\"e,",19951221,1171670733,1112403406,-1112348867,54539;692294;37757022466;61716;62423;54146;2;-77.00671,52686;72974;40431;74577;54320;367;76065;6069;82053;57635;74608;24172;76337,65253;17765;57658;80342;44257;52056;688;64326;62454;55146;70480;66743;55126,qFgurYZijtd40/WDE2pW8vD8bH5XMbQkmhMBvCI/PF5cz9Yt86kg3qTQzM9ggopr
