0,000000,"000000's n,a,\"m\"e,",19971031,1814907215,1025021288,-1024935428,85860;316387;27164987820;41683;86568;41414;0;0,32373;5740;37070;19533;20062;10912;1299;45288;34162;26703;43248;12606;27391,28569;39191;27464;12681;24516;43176;48445;595;5304;5191;39626;13497;28132,Qm7gdaq/TYWDAObwhjgIa1IIc5f/7YEKIWFHpf5yKjG5LaL5rFmeAcNKVO1PoQCd
0,000001,"000001's n,a,\"m\"e,",19700823,373908433,712378552,-712336842,41710;556379;23206568090;4737;42471;4735;256;-85.47218,55479;31605;33874;61264;66628;276;57464;26249;25152;66297;64737;19392;47962,31007;15264;22320;41454;36008;75920;49354;740;90012;10373;80491;21160;82276,Cjd38SzoiOlrrr+JoJUt39c3dfmTWf/Hm4mIgqjYeVIwam0XxjQTnqRpEHJDKDha
0,000002,"000002's n,a,\"m\"e,",19950611,520576992,1027135107,-1027127388,7719;695481;5368417839;25195;26157;7594;0;0,76848;96315;91983;94247;741;24579;70286;39371;27375;57877;69193;45553;1113,24585;79194;33078;62592;76648;91473;6026;88887;36055;66744;68808;13975;47416,WQLAmKH3GdPbOlVLLi88pZwoBW9lts3G/vrprdnZFVc1aNSya9+EKuRYClyyx/Il
0,000003,"000003's n,a,\"m\"e,",19901102,1958935012,678199684,-678124226,75458;610460;46064090680;2017;75620;1999;64;-48.1399,43701;36752;68138;22937;26032;46668;72795;21638;45504;34179;45192;87220;59704,64102;53601;16905;18102;56092;72035;36583;26684;20978;71773;46848;56204;70553,313fQFH4xuMnrPbaClcaNli3j+OWsWQVEjTnqZypToxmPuuoqloBdIO0JwOVOJnX
0,000004,"000004's n,a,\"m\"e,",20190504,1132204365,1256340782,-1256286175,54607;540324;29505472668;45372;55007;44506;0;0,15666;73866;48969;56737;26922;39561;31575;12892;55777;71453;45872;17169;43865,10040;56764;67228;26893;55807;67848;67011;18319;42597;17342;43903;34984;31588,mz3nZk+Cvkb7abNX01bv2iN+rnzz4Bgsw+GVbUPYqXC1qLkzSekV7TUnkYasjhRH
0,000005,"000005's n,a,\"m\"e,",20070618,1421258136,2109489141,-2109394303,94838;890872;84488518736;13245;94966;13105;64;-59.97934,74114;118295;61497;119707;119090;8676;8354;77190;2529;77047;66791;52182;105400,75213;7713;78679;116904;76064;74506;78449;97068;4357;34452;118524;29788;99155,kTfQbHKg4MkZtzw/qoRZPzXZyqU1Ic2xtm0owkp2NVgwg9/iSy8qJQrl/MfxxRvD
0,000006,"000006's n,a,\"m\"e,",20130625,1725355499,1818945388,-1818895462,49926;611783;30543878058;10851;50625;10104;256;0,27861;6937;6336;16040;44380;55220;49384;75759;77966;74768;72059;32826;72247,48616;21825;53017;30303;75613;42957;48900;57851;51612;62271;10864;83315;24639,ubdtrvpnb+OsyaKrwq9IlM3V+l1onfOk2xNN/kw3AjO5kTydXHb0mnBAfAhnkoHQ
0,000007,"000007's n,a,\"m\"e,",19841223,1137265552,1024484565,-1024404920,79645;547295;43589310275;64439;79809;64273;16;0,44705;33139;5138;6026;37566;29418;84015;27329;77279;69373;80620;29752;22935,38102;27213;68015;11524;64090;64525;57091;30835;68653;23106;20464;68167;5510,11WbzV3nda0xLRVWATh2NH6RIDml6fxbV+AjcaPjauEKLWSj8fVd7syzmJ55YVFV
0,000008,"000008's n,a,\"m\"e,",19990509,356368443,605171772,-605099089,72683;414071;30095922493;25209;73023;24964;0;0,69581;54239;28205;6330;20101;43366;25277;17466;6277;25329;28357;19897;69646,30594;50863;190;19883;47817;34418;28453;40531;3865;57497;8290;26042;65628,s7q7i8Aq09xrEsZWwNmjiZ52RM7L6DViX5TpE+wJKtVISNDa5Qo90UZVXRxUMy05
0,000009,"000009's n,a,\"m\"e,",19810525,61270483,335587615,-335531624,55991;487237;27280886867;58330;58421;55145;256;-55.14967,49404;51553;40148;13619;5766;46073;15165;59806;36317;51164;32410;47844;37968,43388;58562;42221;47346;1964;30437;53675;58108;16317;44451;23655;48198;18915,EgmPN2PaItZIctCD6YOEl2Eat0TX1ucaoeEARZ5GChC98xnuwn/2Vf2YcWfp4m8d
0,000010,"000010's n,a,\"m\"e,",20190618,1146718103,1648883694,-1648853114,30580;460548;14083557840;43431;43885;29611;8;-9.458374,548;19154;22579;63415;63151;64236;41787;42057;28611;2509;33333;34019;45149,56243;19757;52287;63154;35452;16625;32765;5008;15568;26767;49967;41622;45333,D7uDrgVszLmwCKFNdoe1mf8ujiTFGbzMBrDuEyWeHnCgztcoYOxRnTGzwUV5ZWCZ
0,000011,"000011's n,a,\"m\"e,",20140401,605704121,827788682,-827781081,7601;517986;3937211586;79096;79235;7105;0;0,38321;52850;49039;5483;9719;52190;13921;1702;54567;62999;45750;67886;63559,74956;46376;35936;31780;15366;54244;28504;58234;63192;39046;12781;8124;49447,j5Mrxfrw1kC3DFKKMXpkpL8mqAtMt9EOxI/mXScQOPE6zSzUfC/Z9OJ3GIf5OBEF
0,000012,"000012's n,a,\"m\"e,",20100111,333898752,667534634,-667508568,26066;182779;4764317414;30370;31311;26004;0;0,2295;9398;15159;3904;24811;28175;6973;20765;28514;172;24020;9081;9512,17931;13510;8527;21640;18103;3317;21419;16350;5296;12021;22398;11246;11021,oXfMJIiBaPHk1qajRo9fPgAVpI5pPsNl6/qKznz+XpwtvBLGqBbXBrhXde7IzGNt
0,000013,"000013's n,a,\"m\"e,",20210811,1531282331,1118140991,-1118080667,60324;214641;12948003684;70732;71622;59615;0;0,6161;32682;2756;32427;17054;18942;6220;21486;5632;12287;12651;33202;13141,21506;25963;10431;4648;27233;7553;1813;24959;22923;14949;18819;8879;24965,IMux1+b7qCL74KVPCS3ywZLcUC8g0j8oibEfkREWd7/oAIdgSxrE4rtbOXVTcaYE
0,000014,"000014's n,a,\"m\"e,",19960805,278513700,639805186,-639773390,31796;239257;7607415572;86453;87027;31713;256;-14.46832,26362;26081;20024;11722;16246;18731;11007;18920;3758;15971;20305;30333;19797,10168;22758;40607;19010;6413;29048;16884;18306;18574;26562;27141;1709;2077,FclAL6PbAOrJfrl0RpUPqYjG/aZtcKXDhFAFRWob0Gc=
0,000015,"000015's n,a,\"m\"e,",20060620,1843357639,1057816984,-1057737549,79435;449236;35685061660;87671;87810;79118;0;0,22867;19840;64861;39535;17266;30838;65994;38081;57910;13476;38461;36036;4071,57120;66942;9013;69919;40926;287;74363;31099;16059;191;25621;36033;21663,s1LsIgZ4wRjEkqiS9KintH58pJmK/IviNopME/cN6VXZOGYK+v3J7Tb7suexGQPp
0,000016,"000016's n,a,\"m\"e,",19961118,264944253,713414765,-713349481,65284;749073;48902481732;53089;65953;52894;8;0,57979;61918;46105;98562;54772;92874;85310;46642;52141;56273;26603;9851;60043,75693;106631;67233;35449;51974;9084;10637;29874;60132;5994;106634;103341;86397,7b1nnNFVn2r+5zPvXeAJZzEQAzwfU8F6fyxVmFwMWq71PM0IYjtiA7bFRiH/WL+x
0,000017,"000017's n,a,\"m\"e,",20140121,287612471,1417587059,-1417501944,85115;185855;15819048325;30410;85420;29888;0;0,10330;2734;504;14698;16117;11965;17881;27346;30592;709;13416;17426;22137,19425;25633;9849;20347;18510;3945;12176;1356;15726;14344;2035;21713;20796,jJrfMvKGNGlEn8yb1T9pU2aTU6Yh/7fxhToap8DnAlOBoSwr8rV2vFWoxbfMypAQ
0,000018,"000018's n,a,\"m\"e,",19841214,1734714721,1449438674,-1449409763,28911;131987;3815876157;96191;96766;28495;0;0,10626;6179;430;12374;15225;15090;14779;2861;19085;10628;5047;10721;8942,11679;7827;8822;10129;6046;11860;7778;11775;8960;14969;10416;11617;10109,DBnLj1ScyMlGVkius6kTan00ahAEH+JIbSUEoDPYE60wp6Jrq3xsxk1n+NPqKPeQ
0,000019,"000019's n,a,\"m\"e,",19840908,306490245,1374584121,-1374576233,7888;65742;518572896;82865;82969;7359;256;-87.73322,9147;896;5196;9085;4276;5498;7614;7160;6913;2976;3703;941;2337,7104;3196;1930;6613;6340;8829;9372;3525;3607;8561;991;30;5644,JS01eBfZC4F3jQv2Od2+EvwHuE6lut/vfDm+OIxpAZyeuFFfTSa3MnVBnVGjQuFG
0,000020,"000020's n,a,\"m\"e,",19961221,1853437377,1479420482,-1479404806,15676;435433;6825847708;98888;99254;15354;0;0,35853;61591;2285;9808;19659;61235;24155;7270;31490;21907;41299;60695;58186,44058;37674;25980;53098;10217;27657;41867;20858;12102;18283;42300;45601;55738,1fhUJsIOuhl2mqPvd/msb8MCyv4WJXOBWqIvB6dRVDe5cur4yP7g2smIc50oov6r
0,000021,"000021's n,a,\"m\"e,",19840601,1869483027,860331776,-860305871,25905;878900;22767904500;92411;93162;25158;0;0,28102;80503;61876;74124;124558;123774;31809;46923;95697;44393;77680;73344;16117,9458;112262;16140;31200;136842;117102;78336;58061;106428;52411;62570;60414;37676,Lt76UriA0SkvTgjA+lnbJIxwvxkkAF3/HZ107sxKkkgSSV+Bw1OUbo7S1VEXnJIJ
0,000022,"000022's n,a,\"m\"e,",19960405,1534119854,545884195,-545840646,43549;979143;42640698507;90373;90585;43508;256;0,58901;86448;70836;106733;14424;122669;81262;52608;22091;52082;89132;119522;102435,25602;130485;160143;2034;69445;70422;99249;54771;16945;36711;133744;83278;96314,CG/wDQjparyGv9lj1RvUWWhl7+/xxa7kOqctmbq2oemoebXsEfn3VXkSVbZRh4CY
0,000023,"000023's n,a,\"m\"e,",20170720,708740886,962078345,-962037232,41113;905605;37232138365;54564;54711;40462;0;0,116212;72304;2191;75203;101516;22364;185419;46388;4991;120493;133566;3660;21298,97713;1420;28241;91737;82238;119850;69325;42776;53553;103115;36518;78678;100441,1Euqtt+4BdGSrPRmj78Bswt8RC3AnM/Xu1+OipkyvTOEYy1I6QfbhEJe/f3Si9/C
0,000024,"000024's n,a,\"m\"e,",20111109,1952125906,1612358425,-1612276351,82074;440792;36177562608;46791;82233;46002;2;0,61936;61461;53252;26963;20603;52715;11038;6986;47276;32026;236;39180;27120,11660;52011;33088;46948;24233;23386;13398;37942;44299;49132;48107;52855;3733,FutJ/IvgwH30i5i3+4NXOwW71UdSU1PDOmWDpPFv0VWf1PRHbO7WiKjcd6+hpZb5
0,000025,"000025's n,a,\"m\"e,",19970415,449014266,375369061,-375314092,54969;497660;27355872540;24501;55639;23921;8;0,56600;32699;12624;35348;15879;48500;38705;3469;55494;45824;36663;43054;72801,73939;30043;31252;3665;73422;71718;20542;13163;3663;44505;22219;29585;79944,0Itkl15tG0HeLvJXE85z5SAw/b7q3u3NSJAaBXnN+8E=
0,000026,"000026's n,a,\"m\"e,",19730503,478389383,617290216,-617255590,34626;218936;7580877936;7118;35566;6123;0;0,15991;10578;40106;979;842;10787;33552;4349;13065;25207;39980;11643;11857,4892;23577;17361;19129;17410;26403;13939;18924;24407;24744;2649;6510;18991,h85QakhMaFZ8eKvMjh3EAQXtSapxewLrTJOaNEIzc/Qr2zVdMRKKldqSdDALP88d
0,000027,"000027's n,a,\"m\"e,",20081230,1625930580,816572000,-816517407,54593;62760;3426256680;54034;55150;53318;0;0,1176;918;7785;7628;8939;3335;8460;2088;6081;3766;6246;5921;417,4207;6795;3481;3000;413;6886;1448;4758;3420;8141;7580;3217;9414,LOr/ehVQOub79hhLmePOKMX/L+RQMQv2pP8ETwxOQ0j/WduIvzFpKrJVUS8x0A0i
